gene1	gene2
l(2)efl	dpld
dl	Borr
brat	ry
fog	eIF-4a
foxo	thr
sno	MED4
Rab5	enok
Rheb	eg
fred	PhKgamma
sgl	dos
MED24	dnc
Chi	acj6
SelD	spin
Sh	oaf
Scgdelta	l(2)efl
noc	Nrt
pelo	stg
bt	Cka
Pde8	Moe
Idgf5	grp
Nf1	Cip4
peb	stil
fs(2)ltoPP43	l(2)efl
mfas	Vhl
Ggamma1	Sh
knrl	dco
par-6	ena
LanB2	Cyt-c-d
RhoGAP68F	Pgant35A
Sin3A	ftz-f1
nmo	blow
CkIIalpha	dib
car	beta4GalNAcTA
EcR	l(2)efl
ird5	poe
Snap	uzip
chico	caps
Hs2st	tamo
ash1	l(2)37Cc
CG16719	Rpd3
CG8216	mask
tub	Sobp
bigmax	Lcp65Ag1
l(3)mbt	Rpd3
Pen	Dys
Pvr	CG16719
numb	ct
rhea	sav
Cct1	Pkn
frc	Cks30A
Arc42	rdx
Hr78	Mhc
chp	ird5
tok	sec23
Dcp-1	alien
trn	mib1
Patj	Nrt
rux	MED24
ea	Crk
CG13850	klar
CG8247	CG13850
MYPT-75D	l(3)mbt
cher	kay
Apc	fd59A
gro	Rab7
SelG	Lim1
14-3-3zeta	chinmo
fs(1)K10	Sobp
ninaE	Sema-2a
srp	Patj
numb	pcm
lin	Traf6
CG34379	snf
betaTub56D	up
ird5	Lim1
Cip4	sec13
bs	dome
pnut	sktl
Sobp	sdt
spn-A	bon
flfl	hyx
RhoL	Dcp-1
qkr58E-3	mfas
kuz	Alh
Abi	Nrt
sll	jing
tkv	Optix
cos	emp
Aph-4	NAT1
dome	140up
esc	dmt
Set2	raw
sec13	Arp66B
vap	CG2681
Ptpmeg	Cka
ben	Sh
cathD	sar1
ics	par-6
drk	cnc
Mef2	bowl
Trl	run
14-3-3zeta	chico
Snap	Mmp2
twf	toy
beta4GalNAcTA	sec13
LCBP1	mmy
Atg6	G-salpha60A
Snap	aft
pcm	Dp
Pde8	Scgdelta
cic	Scgdelta
puc	sn
mbo	Tm1
toy	Tak1
Antp	cbt
Dap160	CG6372
Dys	capu
phyl	bnl
bt	loco
Hs2st	par-6
Pkn	frc
CG18369	LCBP1
mib1	trn
Su(var)2-10	Src64B
MED4	bib
svr	mask
ine	elav
fred	Cp1
Idgf4	shrb
Eip74EF	elav
Dhc64C	Dcp-1
sbb	mri
l(3)mbt	cort
Idgf1	Myo31DF
bl	RhoGAP68F
cher	aft
Lcp65Ag1	Hs2st
Appl	Idgf2
spn-A	sktl
shot	sas
Sin3A	gkt
Lcp65Ag1	stg
Sry-delta	CG16719
up	vlc
gl	l(2)gl
ct	yrt
Galpha73B	bigmax
pelo	Patj
tum	sno
dup	loco
ry	E(bx)
cp309	poe
d	flw
mbl	pn
Alk	cort
aft	Antp
kis	meso18E
Cyt-c-d	ksr
CG6372	ofs
run	Mef2
dock	Akap200
Apc2	Cks30A
Mer	dmt
bs	qua
sle	tamo
Lcp65Ag1	ea
neur	Pvr
fal	bs
trio	ix
dl	Dp
Ice	CG12896
fog	CG3075
eya	Sur
Hmgs	mbo
sas	Cyt-c-d
zfh1	Chc
crc	elav
Chc	lva
bun	lva
emp	nmo
hyd	ttk
ap	shot
mfas	mbt
mask	ben
tra2	dlg1
nej	tll
Wnt5	amx
Hph	brat
wg	bnb
Hmgs	Pgant35A
CG33205	scyl
ninaE	dco
Eip71CD	poe
CG34417	LCBP1
fd59A	glec
bt	Sb
PebIII	kuz
MED24	lola
wal	ttk
kis	Optix
enok	disco
sqd	par-6
hyd	Arc42
LanA	CSN4
blow	Dredd
Lcp65Ag1	bt
CG8149	Arp66B
bigmax	knrl
l(2)gd1	lic
gkt	svr
wls	mus304
nej	CG16719
CkIIalpha	rdo
alph	cactin
bcd	SelG
cactin	cbt
Src64B	Traf6
stumps	svr
l(2)37Cc	Ca-alpha1D
wls	par-6
Ank2	sll
Jra	CG4945
sec13	Gtp-bp
msi	Cip4
Appl	18w
cactin	Hmgs
cort	l(3)mbt
CG34450	RpL30
emb	odd
shn	Tina-1
hyx	Dif
Arc42	Tl
CG18369	mus304
tud	Chi
alien	jumu
CSN4	dlg1
Pk61C	Atpalpha
Mtl	sn
l(2)efl	Myo61F
CG16719	ine
Cka	cg
e	scyl
Rack1	LanB1
LIMK1	G-salpha60A
Abd-B	Pcaf
Lim1	crol
Ef1gamma	esc
CG9520	Antp
cp309	CG32486
Alk	Arc-p34
fs(1)M3	Tm1
toe	Nrx-IV
Psn	Myo61F
sgg	Dad
CG1942	Atg5
spn-A	dl
elav	S6kII
CycB	dom
CG16719	hpo
baz	CG4500
Hph	ine
ird5	Mbs
ssh	Alh
cta	kis
eg	Ggamma1
dmt	ine
Mtl	jar
spin	dsf
sty	Dif
bowl	sar1
Appl	Hs2st
Atg5	crol
shn	Idgf2
lmd	baz
sktl	Atg6
srp	wal
dlg1	Trl
CG17739	tutl
Gtp-bp	hyd
ppan	mus304
Trl	Idgf2
cic	Cip4
betaTub56D	Ca-alpha1D
Sema-2a	e
Orct	Axn
Atg5	aft
Tab2	Su(z)12
Appl	spen
Tab2	vap
spn-A	hpo
CG6416	ix
Rack1	CG12896
Set2	pav
Rab7	cin
Hmgs	ex
Mlc1	ash1
S6kII	pnut
hdc	Idgf5
sqd	dl
Prm	l(2)gd1
CG16719	Idgf4
Su(z)12	Glycogenin
eya	Cip4
eg	CG9509
Patj	ry
Nrt	Rack1
emb	ksr
CG34379	Ef1gamma
fs(1)M3	Pop2
fru	ken
nej	hpo
wee	rad50
Apc	crc
disco	Eip74EF
tra	Sur
mbt	Rab5
sli	mbt
mbo	sec23
Rbp9	CG4500
dah	CG17739
Dl	asf1
kuk	mfas
RpL30	CG34450
Chi	yellow-f
yrt	Pk92B
gkt	Dscam
par-1	Sur
dmt	Sobp
Rab5	emc
ey	eIF-4a
Galpha73B	eIF-4E
brat	tra
RhoGAPp190	noc
S6kII	trio
osa	eff
Dys	sax
Tm1	ninaE
bnl	lin
ex	frc
sqd	lmd
dmt	glu
brat	Sur
acj6	RpL30
neur	Abd-B
v	Sulf1
Eip71CD	msk
dsf	Mbs
elav	sprt
dpld	Su(var)2-10
bl	CG16719
Sulf1	scra
sina	G-oalpha47A
CG6416	E2f2
CG8247	CG3987
cbt	CG34417
Ddx1	knrl
sle	Uba1
yrt	meso18E
foxo	osa
lilli	CdsA
Jra	NetB
bon	glu
CG12301	Dif
mth	CG3829
ast	CG13850
sw	Cks30A
Tak1	Arp66B
svr	pnr
Jafrac2	Dredd
CycE	Stat92E
tutl	morgue
Borr	spn-A
Pen	Uba1
PebIII	hkl
jagn	Akt1
phyl	tow
form3	Arp66B
beta4GalNAcTA	Trl
Rpd3	Abd-B
caup	emb
Ald	gkt
eIF-4a	tra2
phyl	l(2)efl
Sin3A	raw
Optix	Alh
Appl	tup
pelo	sdt
trio	Idgf2
CG9104	dah
dco	lilli
Atg6	LanB1
blow	Idgf1
emp	Mmp2
mib1	Scgdelta
G-ialpha65A	msi
crc	mus304
MYPT-75D	xl6
dco	pros
Sobp	Arc42
l(2)efl	bib
Myo31DF	blow
drk	bowl
Trl	Optix
fd59A	Stat92E
RhoGAPp190	cin
mus304	wls
Appl	Prm
Nrt	Pk92B
eve	Dcp-1
alien	bon
Dp	numb
bib	spin
bib	glec
form3	Src64B
bnb	brk
Orct	cathD
Mhc	Mlc1
E2f2	her
Msp-300	140up
cta	bt
stumps	cp309
spn-A	run
CG32082	tin
sktl	Mlc1
PebIII	her
lic	mbl
E(bx)	nmo
Stat92E	wls
Khc	sktl
puc	tra2
Tm1	tll
bowl	Hmgs
yellow-f	Eip63E
asf1	LanA
CG10641	eIF-4a
Rho1	fog
Hem	Cp1
CG1942	blow
baz	eIF-4E
trc	Glycogenin
Tak1	poe
pn	CkIIalpha
eve	sle
glec	Ca-alpha1D
wal	abd-A
stil	siz
hyx	Arc-p34
CG34417	Dhc64C
Hr78	Cyt-c-d
Cyp1	Dad
tub	sar1
CG9445	tum
Idgf4	ics
pot	wee
Arc42	flw
pyd	Rack1
ash2	pav
fw	dom
Syb	shrb
CG13850	Ice
thr	alien
sls	Hr78
Sb	Gtp-bp
CG34417	twi
tld	stg
eIF-4E	S6kII
cactin	Hr46
emb	sn
cta	vlc
sls	Hs2st
E(bx)	Idgf5
rib	d
e	snf
eya	Eip63F-1
14-3-3zeta	shrb
emp	Su(H)
Rheb	stil
Bap60	nmo
CG32082	CG8247
sax	v
stil	Snap
dib	yellow-f
Sh	foxo
CG1244	Dp
fru	FKBP59
sls	CG32082
G-salpha60A	sprt
Cip4	dally
shn	cic
sli	stumps
e	Alh
l(2)efl	tld
Sobp	ftz-f1
glec	Sulf1
eIF-4E	Atpalpha
rdo	lic
Appl	Psn
ena	Sur
W	CG17739
Rab5	mmy
wupA	Mmp2
Fas3	eff
bigmax	vap
Sin3A	CG14995
grp	inv
elav	phyl
scra	Src42A
Gtp-bp	eve
cnk	alph
l(2)efl	pnt
morgue	fog
Taf4	Arc-p34
CycE	da
E(bx)	her
oaf	Nf1
MED11	l(3)mbt
betaTub56D	ird5
Jra	CG9509
tral	Mmp1
numb	sina
Arc-p34	CG1244
Myo61F	Psn
dl	Su(var)2-10
asf1	bcd
tud	gbb
sle	glec
run	Dhc64C
alpha-Spec	fru
fs(1)K10	Idgf2
dsx	Dl
CG33205	ALiX
Hs6st	wal
foxo	lilli
Lim1	Ark
car	l(2)efl
Hr78	Rho1
prod	kis
scra	CG2681
glu	Eip63F-1
Fmr1	Uba1
pnr	RhoGAPp190
crol	Rheb
Sb	Idgf4
e	fw
dome	bs
Chi	stil
W	chrw
Pi3K92E	fs(1)K10
Mef2	Nrx-IV
trc	Nrx-IV
sls	btl
glu	pio
Ice	Idgf2
ry	B4
SelD	dib
Khc	Optix
sty	CG9520
Idgf4	srp
CG12301	crc
eff	G-ialpha65A
bhr	wls
bcd	dei
Hem	sw
crc	Mmp1
pnut	sgl
sina	E(z)
Rab7	tow
Dat	d4
ttk	wal
CdsA	sbb
mfas	Ddx1
pros	tkv
Sema-2a	yellow-f
CycB	Myo31DF
CG9104	Idgf2
bs	ksr
chn	frc
wrapper	rhea
betaTub56D	CycE
fax	Nrt
knrl	l(2)gl
Ice	baz
kis	Dl
CG3987	wus
hyx	CG12301
by	Pvr
Rack1	mth
Lis-1	CycA
spn-A	sina
msi	eya
Chc	Akap200
nmo	Idgf5
ea	Tl
Dif	flfl
CG17739	CG17739
Mer	Aph-4
btl	siz
Pde8	Idgf1
Sur	ena
MED4	tou
tld	xl6
ninaE	W
Bap60	Alk
Dhc64C	nej
asf1	bon
Rpd3	dom
CtBP	Abd-B
Pen	Ald
Idgf4	Idgf2
CG4945	CSN4
cbt	CG2678
E2f	Axn
Wnt5	ey
NetB	Sb
Ark	Jra
bt	ey
ena	Myo61F
brat	Myo61F
rdo	CycE
Sema-2a	Ephrin
Atg6	phyl
Su(z)12	fred
tin	sls
Hr46	Sobp
mth	chic
14-3-3zeta	grp
alph	rad50
CG32082	Idgf1
Eip63F-1	ssh
BicD	dl
CG10641	chrw
CG9769	amx
ena	d4
Apc2	ea
nmo	Dcp-1
mri	Rab7
nmo	cbt
cathD	CG13850
sax	prd
bap	chrw
CG33205	Myo61F
dally	stil
sktl	asf1
18w	Dap160
opa	CG14995
numb	pio
blow	fal
Es2	cp309
sas	lmd
Alk	dib
vap	Dap160
CG9509	Eip63F-1
CG9445	l(2)37Cc
prd	trc
Abd-B	sina
eve	cbt
sas	CG9520
sar1	Cip4
stumps	Cyp1
dah	kkv
CG1244	glu
Dl	tok
pcm	drm
knrl	Nrt
mfas	Iswi
cos	RhoL
form3	fred
jumu	CG8247
qm	svr
CG8216	lilli
Arp66B	sec13
Wnt5	Atx2
kkv	Uba1
grp	shn
Aph-4	Cka
qua	raw
CG17470	Mmp1
toy	eya
wrapper	mbt
chinmo	Ank2
Cyp1	gkt
cnc	Crk
Dys	mmy
Ank2	Apc
Btk29A	Idgf5
p53	kkv
LIMK1	Aph-4
cbx	l(2)gl
gkt	cort
neur	Iswi
Mtl	dpn
beta4GalNAcTA	Lac
wg	btl
ap	dup
up	Ca-alpha1D
sdt	CG1942
Dscam	bib
wal	pyd
Dys	Dap160
Vhl	sas
e	tin
eg	jumu
pcm	Rca1
Aph-4	Mtl
spir	Aph-4
t	Sry-delta
Idgf2	dl
alph	mbo
G-ialpha65A	gl
CG12301	Tm1
gro	emc
Glycogenin	fog
ix	cbt
rhea	alpha-Spec
Uba1	uzip
mbl	Rheb
CG8247	pdm2
MED11	CycB
klar	caup
CkIIalpha	cort
eve	CG34417
PebIII	by
up	jumu
mus304	ey
Eip71CD	Pak
blow	raw
lilli	ics
tud	lwr
CG32486	t
cnk	pbl
Sema-2a	SelD
shrb	chinmo
tok	cos
vap	brm
zfh1	Myo61F
Idgf5	hdc
Ggamma1	chif
flw	MED24
pot	Dad
Lis-1	fs(1)K10
Dcp-1	Antp
esc	dl
tsh	CG34379
CG17221	mth
pelo	trc
CG6416	bl
bigmax	Hs2st
sktl	Akt1
fd59A	scra
Krn	CG1942
sty	LIMK1
emc	gro
PhKgamma	mus304
Eip74EF	Sxl
CycE	glu
dpn	CG34450
stg	meso18E
Ddx1	l(3)mbt
PebIII	CG34417
amx	140up
Orct	thr
mmy	spen
bowl	jagn
hpo	spn-A
nej	Su(H)
Idgf1	sbb
dnc	Nf1
140up	RhoGAPp190
LCBP1	gkt
sno	tum
Moe	sas
spen	ct
hpo	up
Cyp1	CG13850
tral	CG34450
LIMK1	chrw
Uba1	NAT1
Apc2	Dys
drl	Idgf2
dpld	kuk
CG9104	NetB
Taf4	ry
Galpha73B	Pde8
loco	v
wee	betaTub56D
sgl	e
dome	Cks30A
Antp	Atg6
ex	FKBP59
chic	dnc
Btk29A	dsd
cort	Lis-1
sdt	Aph-4
vlc	CG9509
Arc42	crol
Cip4	drk
SelD	hdc
Optix	Eip63F-1
bnb	Nrx-IV
run	cas
svr	stumps
mmy	Dys
knrl	Ddx1
sina	dom
dib	brk
Tm1	hpo
Dl	CG9104
ix	snf
Tm1	neur
mth	sw
sax	brm
Apc	uzip
gro	Pgant35A
Sur	jumu
robo	LanB1
Lim1	Uba1
Mkp3	Nrx-IV
eIF-4E	baz
Lis-1	dei
sbb	Idgf1
rhea	run
scra	chrw
kis	Alh
CdsA	Rho1
fax	Src42A
wal	Idgf4
FKBP59	ppan
mth	mam
Dp	flfl
Lis-1	tld
pdm2	Eip71CD
Sxl	stil
foxo	eg
eIF-4E	CdsA
CG32486	aft
Hem	Mef2
lmd	sdt
CycE	up
vlc	cta
da	Ef1gamma
CG34417	mbo
pot	asf1
glu	cin
dl	hyx
tok	CycA
Crk	Idgf4
Mtl	E2f
pio	twi
CG32082	Eip71CD
msi	dj
dlg1	ben
Dl	hpo
CdsA	fred
14-3-3zeta	Orct
pelo	Sobp
CG9509	Jra
Dcp-1	d4
EcR	Jra
cort	CG9104
dj	Glycogenin
Dscam	vlc
mbt	stumps
pnr	oaf
yrt	dsd
Iswi	xl6
ALiX	Arc42
dl	E(z)
Eip71CD	cp309
crc	lmd
sktl	Idgf4
brm	Pvf1
dco	W
aft	Atg5
PhKgamma	cher
Hmgs	sdt
Sur	neur
Src42A	svr
Vps28	wal
snf	Mmp1
Dat	osa
cas	robo
fs(1)M3	Yp1
gkt	dup
CG6416	Hph
fl(2)d	Sema-2a
wal	jar
Es2	dei
tral	Oseg1
CG18369	dos
Sobp	rhea
mus304	slam
Cct1	gl
E(z)	CG17739
pdm2	Lis-1
Src42A	ksr
Apc2	tub
esg	exu
dos	dpp
Pvr	Dcp-1
flw	cic
spir	Pvf1
CG10641	wrapper
dj	loco
fs(1)M3	opa
Krn	how
Tak1	toy
zfh1	spir
Lis-1	CG2678
Galpha73B	Idgf2
chif	Ank2
Mitf	loco
Dscam	Abd-B
knrl	Dlic2
ash2	CSN4
scra	Ggamma1
cas	bnb
drk	CG13850
Myo31DF	l(3)mbt
brk	CG6416
Set2	wal
grp	ey
Hmgs	sgg
Dif	sec13
betaTub56D	E(z)
Pgant35A	sav
Abi	Idgf5
ALiX	vap
cher	Ice
dib	Alk
Dl	Ef1gamma
spen	Moe
sced	capu
Dad	Orct
CG6416	blow
CycA	Borr
qm	Pkn
fax	chic
CG34417	Antp
Tl	tud
stumps	Cyt-c-d
sls	CG9445
stg	fs(1)K10
Abd-B	fd59A
fal	Apc2
Cct1	rdx
rad50	cnk
mbl	SelD
spin	SelD
alph	Dcp-1
E(bx)	Taf4
CkIIalpha	ry
ry	Jra
tou	sno
Idgf4	Hem
Bap60	Orct
kay	d
CSN4	shot
Mmp1	Alh
amx	CG9769
CycB	Alk
LanA	sdt
jumu	Tak1
Hem	Rack1
vlc	yrt
Pi3K92E	spen
CG8216	hdc
Spred	aft
Arp66B	hdc
pdm2	l(2)37Cc
zfh2	enok
snf	hkb
tok	osa
dco	btl
Ggamma1	aft
ecd	Krn
kuz	fl(2)d
Apc2	emc
Nrx-IV	Eip71CD
Idgf1	chp
Nrx-IV	prd
sas	Pi3K92E
drm	Dif
Bap60	CG6416
Wnt5	Tina-1
Rheb	CadN
cic	kay
BicD	Rca1
Hph	Sur
cact	svr
Atg6	Mmp2
asf1	jumu
tutl	toy
Lar	MED11
Set2	Hr78
Cp1	140up
Chc	Cct1
ken	mfas
ey	chrw
dec-1	srp
shg	msn
pot	Su(var)2-10
disco	stil
Rpd3	l(3)mbt
Sulf1	CG3987
mfas	car
jar	glec
sbb	G-ialpha65A
Pak	Dlic2
cathD	Orct
CG6416	dpn
Akap200	qkr58E-3
Lis-1	pdm2
ap	hyd
pbl	sno
mri	Dys
Mmp1	CG34379
phyl	Mkp3
brk	dib
jumu	l(2)gl
eIF-4a	cnc
alph	tum
fs(1)K10	drm
pot	CG2678
trn	Idgf5
Sobp	B4
sll	Sry-delta
spen	dco
CG10641	sbb
bt	Glycogenin
Hmgs	inv
Caf1	bon
bnl	disco
CG3987	up
Tm1	boss
dec-1	LIMK1
Src42A	scra
Tina-1	bap
Src42A	Hs6st
ALiX	scra
Sry-delta	cbt
ey	par-1
Mlc1	Lim1
Cip4	Gtp-bp
dj	BicD
CG4945	Myo61F
Src42A	Dys
CG4500	lmd
fru	pnt
scrib	cin
par-6	Ddx1
pnt	cp309
MED11	dpld
Taf4	Mhc
cnk	Hr46
Arc-p34	ct
CG17221	ap
dom	Sur
eIF-4a	G-oalpha47A
Rho1	ird5
msn	form3
crol	eve
Lim1	enok
sas	shot
Ark	Su(z)12
dos	LIMK1
pbl	Su(var)2-10
Cks30A	mmy
cas	dnc
bigmax	Sb
Atpalpha	baz
dl	apt
Mmp1	cin
Hs2st	rux
Orct	Dat
sav	blow
tou	CSN4
lic	sina
chic	gro
bs	kuz
Caf1	sktl
Hr46	Hph
spen	Sema-2a
Optix	Trl
ey	Khc
Sema-2a	lva
spen	ben
bap	ofs
glec	MED24
Alh	CG8149
Sry-delta	Jra
pdm2	CG33205
E2f2	CG2678
E2f2	hkl
kkv	CG4500
Idgf2	drm
ey	bt
foxo	rg
d	Nrx-IV
alien	alien
CG9520	sns
Syx1A	Ark
zfh1	brk
ry	par-1
LIMK1	dos
drl	Alh
SelD	fl(2)d
14-3-3zeta	uzip
Axn	e
bigmax	Pvf1
CG2681	prd
Mer	N
Prm	Msp-300
CG34417	cbt
cta	meso18E
mib1	l(2)efl
tutl	rdx
Dl	jumu
NetB	Jra
Dad	Sobp
pelo	dsd
qua	tutl
Dhc64C	Eip71CD
CG34379	wg
Dscam	sina
Sulf1	numb
Eip63F-1	Eip74EF
Nf1	CG9520
spen	Dhc64C
msk	cort
jagn	pnt
G-ialpha65A	CG10641
run	CG34379
mbt	Pkn
scrib	glec
LCBP1	kkv
esc	Caf1
kis	Sry-delta
Ddx1	Dscam
betaTub56D	thr
flw	dco
rad50	emp
Myo31DF	lwr
Mitf	odd
CG3075	spir
ry	dpn
jumu	sno
sdt	Sur
Patj	pelo
asf1	rdo
esc	tok
Antp	klar
Tm1	d4
cactin	Not1
Crk	CG4945
rux	Mitf
CG34417	Sry-delta
Pgant35A	Apc
Mitf	Rho1
sw	LanB2
RpL30	Crk
toy	Crk
dmt	Idgf4
lva	dsx
gro	fw
run	lmd
fal	RhoGAP68F
raw	Set2
p53	LIMK1
Pka-C3	Pka-C3
Mef2	G-oalpha47A
E2f2	PebIII
Dcp-1	cta
scra	W
Dat	drm
pav	esg
Nrt	CG14995
form3	RhoGAP68F
bt	Lcp65Ag1
tup	crc
Arc-p34	Pi3K92E
eg	Mtl
emb	RhoGAPp190
CycB	Dat
noc	RhoGAPp190
stil	cic
Dcp-1	eve
dos	Myo61F
pcm	EcR
par-1	Patj
Snap	Atg5
Hph	ash2
Hph	dei
Aph-4	tow
spir	sw
mfas	CtBP
bigmax	CG17221
sqd	sina
spn-A	sqd
14-3-3zeta	Ca-alpha1D
cnk	mbo
l(2)efl	dpp
chinmo	Snap
pnr	emb
Akap200	wg
Pen	CG34417
ttk	hyd
Uba1	cathD
CadN	rg
sli	msk
fd59A	Sulf1
lmd	tra2
dj	Cka
yellow-f	wg
CG9509	jing
frc	chn
Mmp2	pnt
wee	tum
Mef2	Ank2
ecd	l(2)37Cc
Snap	Syx1A
Sry-delta	sgg
CG13850	CdsA
bcd	Lis-1
Su(H)	rad50
Apc2	wrapper
xmas-2	twi
Akap200	puc
Uba1	CG18369
tsh	raw
Hs2st	mask
bcd	pelo
cg	CG4945
Idgf2	ast
jar	wal
tou	dnc
RhoGAPp190	NAT1
spn-A	Idgf4
jumu	Borr
Mer	Eip63F-1
Mer	Caf1
run	pnr
lva	RhoGAP68F
wrapper	Cks30A
gl	siz
Rack1	qm
sll	ry
jar	LIMK1
santa-maria	scra
RhoGAPp190	140up
G-salpha60A	Hs2st
th	Pvf1
Eip71CD	Sb
hkl	hkb
msk	tsh
Rho1	sec13
da	Mer
eve	spen
wupA	elav
ksr	sas
prd	Nf1
Lar	Sema-1b
CG1942	Wnt5
sls	dos
Galpha73B	cathD
pbl	BicD
cort	mbl
Pvf1	chic
CG12301	ppan
dsd	Nrt
Sobp	bs
shot	stumps
Rab5	Rho1
CG32082	Mbs
cin	Mmp1
Sobp	ash2
ry	bs
CG2681	CG17221
apt	Dl
asf1	Caf1
RhoGAP68F	form3
Su(H)	CG16719
Src64B	msn
Pvr	MYPT-75D
Oseg1	mth
mfas	ken
CycB	dpld
sar1	tub
CG8247	wal
dib	rdx
lva	Pvr
CG8247	ird5
mam	stumps
NetB	CG9104
Bap60	Idgf5
ash1	ird5
E(z)	Caf1
tra2	by
140up	bib
CG33205	emc
Dif	numb
CG3829	msn
Apc2	bun
Lim1	trc
toy	Dlic2
morgue	tutl
Tm1	Es2
ksr	Pvf1
Arc42	tsh
da	Stat92E
amx	Taf4
CG12301	Dcp-1
Snap	tou
cic	Mkp3
SelD	PebIII
Tl	Lcp65Ag1
RhoGAPp190	fog
LanB1	svr
wrapper	pio
Eip63F-1	thr
Arp66B	Traf6
tud	d4
Dad	Pvr
Fas3	MED11
ap	ppan
Mhc	l(2)gd1
Ephrin	tra2
Cyp1	v
kuk	fs(2)ltoPP43
sec23	CG9445
CycA	E(z)
pn	fs(1)M3
kuk	Dat
pnt	Dhc64C
CG9445	sls
Dat	dome
chico	Atx2
CG6416	drl
E2f	shn
mbt	svr
wee	cactin
Lim1	CG9445
spen	Vhl
CG13850	Psn
CG32486	cact
mmy	Moe
mth	sax
prod	prod
Myo31DF	xl6
Mitf	spin
elav	chrw
amx	Eip71CD
emb	Ald
cher	d
par-6	sqd
cact	how
CG10641	CG6416
Rack1	pnr
jumu	esc
Tak1	tow
CG4500	trio
Pink1	ALiX
inv	Ank2
CG6416	ssh
Nrx-IV	cp309
emc	G-ialpha65A
bun	sgg
Tl	Galpha73B
Pvf1	CG12301
sw	G-oalpha47A
Mer	sls
Dok	Msp-300
Abl	BicD
da	glu
dmt	da
trn	Khc
cin	lic
l(3)mbt	Iswi
prod	sll
Pka-C3	Yp1
esg	Lis-1
cher	CG4945
BicD	spin
uzip	CadN
dlg1	twi
santa-maria	ImpE3
CG2678	lola
mbl	esc
dl	dpn
kay	Gtp-bp
eya	Tina-1
Patj	Mmp1
spin	CG1942
l(2)efl	CG14995
flfl	bhr
sw	Apc2
sec13	Alh
bun	gro
Trl	tkv
fog	ben
pcm	cnc
Eip63F-1	rdo
trc	boss
CSN4	Mkp3
ksr	Dys
spn-A	thr
mri	LCBP1
glec	bnb
pcm	fs(1)K10
flw	cher
bt	shg
Dat	meso18E
chp	tsh
CG14995	sec13
qua	Myo31DF
nej	Antp
sle	capu
yellow-f	Idgf1
trio	Pde8
fd59A	sec13
wus	pio
fs(2)ltoPP43	dom
RhoGAP68F	toy
Es2	Eip71CD
Cka	prd
hyx	drm
inv	Scgdelta
crol	CG17221
Hem	spir
dmt	Stat92E
G-oalpha47A	sina
sn	Mtl
hkb	her
wal	Fas3
gl	Set2
pnut	CG3075
aft	sgl
cp309	how
Moe	dsf
tutl	tutl
scyl	Syb
Mitf	NAT1
Eip63F-1	eya
drk	bcd
sced	lmd
Sh	hdc
CG4945	ry
scrib	beta4GalNAcTA
CG17739	spn-A
noc	PhKgamma
tin	Sur
yrt	puc
G-oalpha47A	Pak
Dat	Rpd3
CG2681	form3
BicD	mbl
ken	fd59A
shrb	G-salpha60A
Src64B	apt
Idgf1	Hem
Dredd	Hr78
Uba1	poe
cbt	eve
Rca1	esc
CG3075	chn
noc	dsx
ea	CG6372
Dl	Hem
gkt	wal
fred	knrl
Lis-1	CG18369
pav	Set2
brat	Jra
sec13	sina
CG16719	by
Dl	bon
scra	glec
Su(z)12	hkb
